data;zona;ospedale;diagnosi;numero_ricoveri
19/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;3
19/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
19/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;32
19/02/2025 00:00;Centro;Galeazzi;altre cause;7
19/02/2025 00:00;Centro;Galeazzi;trauma;0
19/02/2025 00:00;Centro;Galeazzi;cardiopatie;5
19/02/2025 00:00;Centro;Galeazzi;infezioni;4
19/02/2025 00:00;Centro;Galeazzi;problemi respiratori;19
19/02/2025 00:00;Nord;Buzzi;altre cause;6
19/02/2025 00:00;Nord;Buzzi;trauma;3
19/02/2025 00:00;Nord;Buzzi;cardiopatie;5
19/02/2025 00:00;Nord;Buzzi;infezioni;1
19/02/2025 00:00;Nord;Buzzi;problemi respiratori;29
19/02/2025 00:00;Nord;Sacco;altre cause;14
19/02/2025 00:00;Nord;Sacco;trauma;4
19/02/2025 00:00;Nord;Sacco;cardiopatie;1
19/02/2025 00:00;Nord;Sacco;infezioni;1
19/02/2025 00:00;Nord;Sacco;problemi respiratori;31
19/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
19/02/2025 00:00;Nord;Istituto dei Tumori;trauma;5
19/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
19/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
19/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;29
20/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
20/02/2025 00:00;Nord;Ospedale Niguarda;trauma;2
20/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
20/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
20/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;24
20/02/2025 00:00;Est;Policlinico di Milano;altre cause;0
20/02/2025 00:00;Est;Policlinico di Milano;trauma;2
20/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
20/02/2025 00:00;Est;Policlinico di Milano;infezioni;4
20/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;31
20/02/2025 00:00;Est;San Raffaele;altre cause;7
20/02/2025 00:00;Est;San Raffaele;trauma;4
20/02/2025 00:00;Est;San Raffaele;cardiopatie;3
20/02/2025 00:00;Est;San Raffaele;infezioni;2
20/02/2025 00:00;Est;San Raffaele;problemi respiratori;30
20/02/2025 00:00;Centro;Humanitas;altre cause;0
20/02/2025 00:00;Centro;Humanitas;trauma;2
20/02/2025 00:00;Centro;Humanitas;cardiopatie;2
20/02/2025 00:00;Centro;Humanitas;infezioni;7
20/02/2025 00:00;Centro;Humanitas;problemi respiratori;17
20/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
20/02/2025 00:00;Sud-Ovest;San Paolo;trauma;1
20/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;3
20/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
20/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;25
20/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
20/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
20/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
20/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
20/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;28
20/02/2025 00:00;Centro;Galeazzi;altre cause;6
20/02/2025 00:00;Centro;Galeazzi;trauma;0
20/02/2025 00:00;Centro;Galeazzi;cardiopatie;5
20/02/2025 00:00;Centro;Galeazzi;infezioni;4
20/02/2025 00:00;Centro;Galeazzi;problemi respiratori;14
20/02/2025 00:00;Nord;Buzzi;altre cause;4
20/02/2025 00:00;Nord;Buzzi;trauma;5
20/02/2025 00:00;Nord;Buzzi;cardiopatie;2
20/02/2025 00:00;Nord;Buzzi;infezioni;3
20/02/2025 00:00;Nord;Buzzi;problemi respiratori;26
20/02/2025 00:00;Nord;Sacco;altre cause;12
20/02/2025 00:00;Nord;Sacco;trauma;4
20/02/2025 00:00;Nord;Sacco;cardiopatie;2
20/02/2025 00:00;Nord;Sacco;infezioni;4
20/02/2025 00:00;Nord;Sacco;problemi respiratori;23
20/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
20/02/2025 00:00;Nord;Istituto dei Tumori;trauma;6
20/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
20/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
20/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;22
21/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
21/02/2025 00:00;Nord;Ospedale Niguarda;trauma;1
21/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
21/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
21/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;41
21/02/2025 00:00;Est;Policlinico di Milano;altre cause;0
21/02/2025 00:00;Est;Policlinico di Milano;trauma;4
21/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
21/02/2025 00:00;Est;Policlinico di Milano;infezioni;3
21/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;45
21/02/2025 00:00;Est;San Raffaele;altre cause;6
21/02/2025 00:00;Est;San Raffaele;trauma;0
21/02/2025 00:00;Est;San Raffaele;cardiopatie;3
21/02/2025 00:00;Est;San Raffaele;infezioni;0
21/02/2025 00:00;Est;San Raffaele;problemi respiratori;46
21/02/2025 00:00;Centro;Humanitas;altre cause;3
21/02/2025 00:00;Centro;Humanitas;trauma;3
21/02/2025 00:00;Centro;Humanitas;cardiopatie;0
21/02/2025 00:00;Centro;Humanitas;infezioni;6
21/02/2025 00:00;Centro;Humanitas;problemi respiratori;24
21/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
21/02/2025 00:00;Sud-Ovest;San Paolo;trauma;2
21/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;4
21/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;4
21/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;41
21/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;11
21/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;5
21/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
21/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
21/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;44
21/02/2025 00:00;Centro;Galeazzi;altre cause;9
21/02/2025 00:00;Centro;Galeazzi;trauma;3
21/02/2025 00:00;Centro;Galeazzi;cardiopatie;2
21/02/2025 00:00;Centro;Galeazzi;infezioni;4
21/02/2025 00:00;Centro;Galeazzi;problemi respiratori;24
21/02/2025 00:00;Nord;Buzzi;altre cause;8
21/02/2025 00:00;Nord;Buzzi;trauma;3
21/02/2025 00:00;Nord;Buzzi;cardiopatie;4
21/02/2025 00:00;Nord;Buzzi;infezioni;0
21/02/2025 00:00;Nord;Buzzi;problemi respiratori;39
21/02/2025 00:00;Nord;Sacco;altre cause;14
21/02/2025 00:00;Nord;Sacco;trauma;5
21/02/2025 00:00;Nord;Sacco;cardiopatie;1
21/02/2025 00:00;Nord;Sacco;infezioni;3
21/02/2025 00:00;Nord;Sacco;problemi respiratori;43
21/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
21/02/2025 00:00;Nord;Istituto dei Tumori;trauma;7
21/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
21/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
21/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;36
22/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
22/02/2025 00:00;Nord;Ospedale Niguarda;trauma;1
22/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
22/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;0
22/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
22/02/2025 00:00;Est;Policlinico di Milano;altre cause;3
22/02/2025 00:00;Est;Policlinico di Milano;trauma;3
22/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;3
22/02/2025 00:00;Est;Policlinico di Milano;infezioni;4
22/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;0
22/02/2025 00:00;Est;San Raffaele;altre cause;9
22/02/2025 00:00;Est;San Raffaele;trauma;1
22/02/2025 00:00;Est;San Raffaele;cardiopatie;5
22/02/2025 00:00;Est;San Raffaele;infezioni;1
22/02/2025 00:00;Est;San Raffaele;problemi respiratori;4
22/02/2025 00:00;Centro;Humanitas;altre cause;0
22/02/2025 00:00;Centro;Humanitas;trauma;1
22/02/2025 00:00;Centro;Humanitas;cardiopatie;0
22/02/2025 00:00;Centro;Humanitas;infezioni;6
22/02/2025 00:00;Centro;Humanitas;problemi respiratori;4
22/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
22/02/2025 00:00;Sud-Ovest;San Paolo;trauma;0
22/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
22/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
22/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;1
22/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;14
22/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
22/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
22/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
22/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;1
22/02/2025 00:00;Centro;Galeazzi;altre cause;7
22/02/2025 00:00;Centro;Galeazzi;trauma;3
22/02/2025 00:00;Centro;Galeazzi;cardiopatie;1
22/02/2025 00:00;Centro;Galeazzi;infezioni;4
22/02/2025 00:00;Centro;Galeazzi;problemi respiratori;1
22/02/2025 00:00;Nord;Buzzi;altre cause;8
22/02/2025 00:00;Nord;Buzzi;trauma;5
22/02/2025 00:00;Nord;Buzzi;cardiopatie;2
22/02/2025 00:00;Nord;Buzzi;infezioni;1
22/02/2025 00:00;Nord;Buzzi;problemi respiratori;1
22/02/2025 00:00;Nord;Sacco;altre cause;12
22/02/2025 00:00;Nord;Sacco;trauma;2
22/02/2025 00:00;Nord;Sacco;cardiopatie;3
22/02/2025 00:00;Nord;Sacco;infezioni;3
22/02/2025 00:00;Nord;Sacco;problemi respiratori;1
22/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;7
22/02/2025 00:00;Nord;Istituto dei Tumori;trauma;8
22/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;2
22/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;1
22/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;2
23/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
23/02/2025 00:00;Nord;Ospedale Niguarda;trauma;2
23/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
23/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
23/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;0
23/02/2025 00:00;Est;Policlinico di Milano;altre cause;0
23/02/2025 00:00;Est;Policlinico di Milano;trauma;2
23/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;6
23/02/2025 00:00;Est;Policlinico di Milano;infezioni;3
23/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;1
23/02/2025 00:00;Est;San Raffaele;altre cause;9
23/02/2025 00:00;Est;San Raffaele;trauma;0
23/02/2025 00:00;Est;San Raffaele;cardiopatie;5
23/02/2025 00:00;Est;San Raffaele;infezioni;3
23/02/2025 00:00;Est;San Raffaele;problemi respiratori;3
23/02/2025 00:00;Centro;Humanitas;altre cause;2
23/02/2025 00:00;Centro;Humanitas;trauma;4
23/02/2025 00:00;Centro;Humanitas;cardiopatie;1
23/02/2025 00:00;Centro;Humanitas;infezioni;4
23/02/2025 00:00;Centro;Humanitas;problemi respiratori;1
23/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
23/02/2025 00:00;Sud-Ovest;San Paolo;trauma;0
23/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;4
23/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
23/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;0
23/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;11
23/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;5
23/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;4
23/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
23/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;1
23/02/2025 00:00;Centro;Galeazzi;altre cause;6
23/02/2025 00:00;Centro;Galeazzi;trauma;0
23/02/2025 00:00;Centro;Galeazzi;cardiopatie;4
23/02/2025 00:00;Centro;Galeazzi;infezioni;4
23/02/2025 00:00;Centro;Galeazzi;problemi respiratori;1
23/02/2025 00:00;Nord;Buzzi;altre cause;7
23/02/2025 00:00;Nord;Buzzi;trauma;4
23/02/2025 00:00;Nord;Buzzi;cardiopatie;5
23/02/2025 00:00;Nord;Buzzi;infezioni;0
23/02/2025 00:00;Nord;Buzzi;problemi respiratori;1
23/02/2025 00:00;Nord;Sacco;altre cause;11
23/02/2025 00:00;Nord;Sacco;trauma;5
23/02/2025 00:00;Nord;Sacco;cardiopatie;1
23/02/2025 00:00;Nord;Sacco;infezioni;5
23/02/2025 00:00;Nord;Sacco;problemi respiratori;2
23/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;11
23/02/2025 00:00;Nord;Istituto dei Tumori;trauma;6
23/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
23/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;2
23/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;2
24/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;6
24/02/2025 00:00;Nord;Ospedale Niguarda;trauma;2
24/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
24/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
24/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;61
24/02/2025 00:00;Est;Policlinico di Milano;altre cause;2
24/02/2025 00:00;Est;Policlinico di Milano;trauma;3
24/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
24/02/2025 00:00;Est;Policlinico di Milano;infezioni;1
24/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;72
24/02/2025 00:00;Est;San Raffaele;altre cause;10
24/02/2025 00:00;Est;San Raffaele;trauma;3
24/02/2025 00:00;Est;San Raffaele;cardiopatie;3
24/02/2025 00:00;Est;San Raffaele;infezioni;3
24/02/2025 00:00;Est;San Raffaele;problemi respiratori;72
24/02/2025 00:00;Centro;Humanitas;altre cause;1
24/02/2025 00:00;Centro;Humanitas;trauma;4
24/02/2025 00:00;Centro;Humanitas;cardiopatie;2
24/02/2025 00:00;Centro;Humanitas;infezioni;5
24/02/2025 00:00;Centro;Humanitas;problemi respiratori;38
24/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
24/02/2025 00:00;Sud-Ovest;San Paolo;trauma;3
24/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
24/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;3
24/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;66
24/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;10
24/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;3
24/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;0
24/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;3
24/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;65
24/02/2025 00:00;Centro;Galeazzi;altre cause;7
24/02/2025 00:00;Centro;Galeazzi;trauma;0
24/02/2025 00:00;Centro;Galeazzi;cardiopatie;4
24/02/2025 00:00;Centro;Galeazzi;infezioni;6
24/02/2025 00:00;Centro;Galeazzi;problemi respiratori;38
24/02/2025 00:00;Nord;Buzzi;altre cause;5
24/02/2025 00:00;Nord;Buzzi;trauma;3
24/02/2025 00:00;Nord;Buzzi;cardiopatie;1
24/02/2025 00:00;Nord;Buzzi;infezioni;2
24/02/2025 00:00;Nord;Buzzi;problemi respiratori;65
24/02/2025 00:00;Nord;Sacco;altre cause;12
24/02/2025 00:00;Nord;Sacco;trauma;2
24/02/2025 00:00;Nord;Sacco;cardiopatie;2
24/02/2025 00:00;Nord;Sacco;infezioni;2
24/02/2025 00:00;Nord;Sacco;problemi respiratori;63
24/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;8
24/02/2025 00:00;Nord;Istituto dei Tumori;trauma;4
24/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;5
24/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
24/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;62
25/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
25/02/2025 00:00;Nord;Ospedale Niguarda;trauma;3
25/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;5
25/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
25/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;71
25/02/2025 00:00;Est;Policlinico di Milano;altre cause;2
25/02/2025 00:00;Est;Policlinico di Milano;trauma;1
25/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;3
25/02/2025 00:00;Est;Policlinico di Milano;infezioni;3
25/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;80
25/02/2025 00:00;Est;San Raffaele;altre cause;9
25/02/2025 00:00;Est;San Raffaele;trauma;1
25/02/2025 00:00;Est;San Raffaele;cardiopatie;5
25/02/2025 00:00;Est;San Raffaele;infezioni;1
25/02/2025 00:00;Est;San Raffaele;problemi respiratori;82
25/02/2025 00:00;Centro;Humanitas;altre cause;0
25/02/2025 00:00;Centro;Humanitas;trauma;3
25/02/2025 00:00;Centro;Humanitas;cardiopatie;1
25/02/2025 00:00;Centro;Humanitas;infezioni;5
25/02/2025 00:00;Centro;Humanitas;problemi respiratori;43
25/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;8
25/02/2025 00:00;Sud-Ovest;San Paolo;trauma;0
25/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;6
25/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;2
25/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;80
25/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;13
25/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;5
25/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
25/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;1
25/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;81
25/02/2025 00:00;Centro;Galeazzi;altre cause;7
25/02/2025 00:00;Centro;Galeazzi;trauma;0
25/02/2025 00:00;Centro;Galeazzi;cardiopatie;3
25/02/2025 00:00;Centro;Galeazzi;infezioni;6
25/02/2025 00:00;Centro;Galeazzi;problemi respiratori;43
25/02/2025 00:00;Nord;Buzzi;altre cause;8
25/02/2025 00:00;Nord;Buzzi;trauma;5
25/02/2025 00:00;Nord;Buzzi;cardiopatie;5
25/02/2025 00:00;Nord;Buzzi;infezioni;1
25/02/2025 00:00;Nord;Buzzi;problemi respiratori;70
25/02/2025 00:00;Nord;Sacco;altre cause;11
25/02/2025 00:00;Nord;Sacco;trauma;1
25/02/2025 00:00;Nord;Sacco;cardiopatie;1
25/02/2025 00:00;Nord;Sacco;infezioni;3
25/02/2025 00:00;Nord;Sacco;problemi respiratori;71
25/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;8
25/02/2025 00:00;Nord;Istituto dei Tumori;trauma;4
25/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;1
25/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;1
25/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;69
26/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;5
26/02/2025 00:00;Nord;Ospedale Niguarda;trauma;4
26/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;1
26/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;3
26/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;66
26/02/2025 00:00;Est;Policlinico di Milano;altre cause;2
26/02/2025 00:00;Est;Policlinico di Milano;trauma;1
26/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;4
26/02/2025 00:00;Est;Policlinico di Milano;infezioni;2
26/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;62
26/02/2025 00:00;Est;San Raffaele;altre cause;9
26/02/2025 00:00;Est;San Raffaele;trauma;3
26/02/2025 00:00;Est;San Raffaele;cardiopatie;1
26/02/2025 00:00;Est;San Raffaele;infezioni;1
26/02/2025 00:00;Est;San Raffaele;problemi respiratori;63
26/02/2025 00:00;Centro;Humanitas;altre cause;3
26/02/2025 00:00;Centro;Humanitas;trauma;5
26/02/2025 00:00;Centro;Humanitas;cardiopatie;2
26/02/2025 00:00;Centro;Humanitas;infezioni;6
26/02/2025 00:00;Centro;Humanitas;problemi respiratori;35
26/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
26/02/2025 00:00;Sud-Ovest;San Paolo;trauma;3
26/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;3
26/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;5
26/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;71
26/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;12
26/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;1
26/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;1
26/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;2
26/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;69
26/02/2025 00:00;Centro;Galeazzi;altre cause;5
26/02/2025 00:00;Centro;Galeazzi;trauma;0
26/02/2025 00:00;Centro;Galeazzi;cardiopatie;4
26/02/2025 00:00;Centro;Galeazzi;infezioni;5
26/02/2025 00:00;Centro;Galeazzi;problemi respiratori;35
26/02/2025 00:00;Nord;Buzzi;altre cause;5
26/02/2025 00:00;Nord;Buzzi;trauma;4
26/02/2025 00:00;Nord;Buzzi;cardiopatie;1
26/02/2025 00:00;Nord;Buzzi;infezioni;2
26/02/2025 00:00;Nord;Buzzi;problemi respiratori;62
26/02/2025 00:00;Nord;Sacco;altre cause;14
26/02/2025 00:00;Nord;Sacco;trauma;1
26/02/2025 00:00;Nord;Sacco;cardiopatie;4
26/02/2025 00:00;Nord;Sacco;infezioni;2
26/02/2025 00:00;Nord;Sacco;problemi respiratori;59
26/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;9
26/02/2025 00:00;Nord;Istituto dei Tumori;trauma;7
26/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;5
26/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
26/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;62
27/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;7
27/02/2025 00:00;Nord;Ospedale Niguarda;trauma;4
27/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;2
27/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;2
27/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;32
27/02/2025 00:00;Est;Policlinico di Milano;altre cause;1
27/02/2025 00:00;Est;Policlinico di Milano;trauma;4
27/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;5
27/02/2025 00:00;Est;Policlinico di Milano;infezioni;3
27/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;33
27/02/2025 00:00;Est;San Raffaele;altre cause;8
27/02/2025 00:00;Est;San Raffaele;trauma;0
27/02/2025 00:00;Est;San Raffaele;cardiopatie;1
27/02/2025 00:00;Est;San Raffaele;infezioni;4
27/02/2025 00:00;Est;San Raffaele;problemi respiratori;33
27/02/2025 00:00;Centro;Humanitas;altre cause;2
27/02/2025 00:00;Centro;Humanitas;trauma;3
27/02/2025 00:00;Centro;Humanitas;cardiopatie;0
27/02/2025 00:00;Centro;Humanitas;infezioni;3
27/02/2025 00:00;Centro;Humanitas;problemi respiratori;19
27/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;6
27/02/2025 00:00;Sud-Ovest;San Paolo;trauma;3
27/02/2025 00:00;Sud-Ovest;San Paolo;cardiopatie;2
27/02/2025 00:00;Sud-Ovest;San Paolo;infezioni;3
27/02/2025 00:00;Sud-Ovest;San Paolo;problemi respiratori;33
27/02/2025 00:00;Sud-Ovest;Fatebenefratelli;altre cause;13
27/02/2025 00:00;Sud-Ovest;Fatebenefratelli;trauma;2
27/02/2025 00:00;Sud-Ovest;Fatebenefratelli;cardiopatie;2
27/02/2025 00:00;Sud-Ovest;Fatebenefratelli;infezioni;0
27/02/2025 00:00;Sud-Ovest;Fatebenefratelli;problemi respiratori;33
27/02/2025 00:00;Centro;Galeazzi;altre cause;9
27/02/2025 00:00;Centro;Galeazzi;trauma;3
27/02/2025 00:00;Centro;Galeazzi;cardiopatie;4
27/02/2025 00:00;Centro;Galeazzi;infezioni;7
27/02/2025 00:00;Centro;Galeazzi;problemi respiratori;18
27/02/2025 00:00;Nord;Buzzi;altre cause;8
27/02/2025 00:00;Nord;Buzzi;trauma;3
27/02/2025 00:00;Nord;Buzzi;cardiopatie;3
27/02/2025 00:00;Nord;Buzzi;infezioni;0
27/02/2025 00:00;Nord;Buzzi;problemi respiratori;30
27/02/2025 00:00;Nord;Sacco;altre cause;11
27/02/2025 00:00;Nord;Sacco;trauma;2
27/02/2025 00:00;Nord;Sacco;cardiopatie;0
27/02/2025 00:00;Nord;Sacco;infezioni;4
27/02/2025 00:00;Nord;Sacco;problemi respiratori;28
27/02/2025 00:00;Nord;Istituto dei Tumori;altre cause;8
27/02/2025 00:00;Nord;Istituto dei Tumori;trauma;7
27/02/2025 00:00;Nord;Istituto dei Tumori;cardiopatie;3
27/02/2025 00:00;Nord;Istituto dei Tumori;infezioni;0
27/02/2025 00:00;Nord;Istituto dei Tumori;problemi respiratori;28
28/02/2025 00:00;Nord;Ospedale Niguarda;altre cause;8
28/02/2025 00:00;Nord;Ospedale Niguarda;trauma;4
28/02/2025 00:00;Nord;Ospedale Niguarda;cardiopatie;4
28/02/2025 00:00;Nord;Ospedale Niguarda;infezioni;1
28/02/2025 00:00;Nord;Ospedale Niguarda;problemi respiratori;28
28/02/2025 00:00;Est;Policlinico di Milano;altre cause;0
28/02/2025 00:00;Est;Policlinico di Milano;trauma;3
28/02/2025 00:00;Est;Policlinico di Milano;cardiopatie;3
28/02/2025 00:00;Est;Policlinico di Milano;infezioni;2
28/02/2025 00:00;Est;Policlinico di Milano;problemi respiratori;38
28/02/2025 00:00;Est;San Raffaele;altre cause;8
28/02/2025 00:00;Est;San Raffaele;trauma;2
28/02/2025 00:00;Est;San Raffaele;cardiopatie;5
28/02/2025 00:00;Est;San Raffaele;infezioni;2
28/02/2025 00:00;Est;San Raffaele;problemi respiratori;34
28/02/2025 00:00;Centro;Humanitas;altre cause;3
28/02/2025 00:00;Centro;Humanitas;trauma;4
28/02/2025 00:00;Centro;Humanitas;cardiopatie;3
28/02/2025 00:00;Centro;Humanitas;infezioni;5
28/02/2025 00:00;Centro;Humanitas;problemi respiratori;16
28/02/2025 00:00;Sud-Ovest;San Paolo;altre cause;9
